Created At,Action,Klass Type,from,to
4/9/16 14:25,read,Badges,176975,179111
4/9/16 14:32,read,Badges,176975,179111
2/29/16 20:29,read,BlogPost,176975,179111
2/2/16 1:59,read,Design,176975,179111
2/7/16 23:38,read,Design,176975,179111
2/8/16 0:10,read,Design,176975,179111
2/15/16 21:28,read,Design,176975,179111
2/29/16 23:02,read,Design,176975,179111
2/14/16 2:34,read,Design,176975,179111
2/15/16 20:44,read,Design,176975,179111
2/20/16 4:50,read,Design,176975,179111
2/15/16 22:46,read,Pathways,176975,179111
2/15/16 23:17,read,Pathways,176975,179111
2/20/16 4:49,read,Pathways,176975,179111
2/20/16 5:03,read,Pathways,176975,179111
2/26/16 20:19,read,Pathways,176975,179111
3/11/16 6:50,read,Pathways,176975,179111
4/9/16 14:25,read,Pathways,176975,179111
1/23/16 16:30,read,about_me,176975,179111
2/15/16 22:45,read,about_me,176975,179111
2/15/16 23:17,read,about_me,176975,179111
2/20/16 4:49,read,about_me,176975,179111
2/20/16 5:02,read,about_me,176975,179111
2/26/16 20:19,read,about_me,176975,179111
3/11/16 6:50,read,about_me,176975,179111
4/9/16 14:25,read,about_me,176975,179111
4/9/16 14:32,read,about_me,176975,179111
1/25/16 1:36,read,Video,176975,179111
2/29/16 20:30,read,Video,176975,179111
3/19/16 15:35,reaction_on,Design,179105,179111
3/19/16 15:34,read,Design,179105,179111
1/16/16 17:06,read,about_me,179111,179111
1/16/16 17:08,read,about_me,179111,179111
1/16/16 17:21,read,about_me,179111,179111
1/16/16 17:28,read,about_me,179111,179111
1/23/16 16:37,read,about_me,179111,179111
1/23/16 16:39,read,about_me,179111,179111
1/23/16 16:58,read,about_me,179111,179111
1/23/16 17:03,read,about_me,179111,179111
1/23/16 17:04,read,about_me,179111,179111
1/23/16 17:07,read,about_me,179111,179111
1/30/16 16:35,read,about_me,179111,179111
3/19/16 15:35,read,about_me,179111,179111
3/19/16 15:37,read,about_me,179111,179111
3/19/16 15:39,read,about_me,179111,179111
3/19/16 15:41,read,about_me,179111,179111
3/19/16 15:37,read,badges,179111,179111
3/19/16 15:39,read,badges,179111,179111
1/23/16 17:30,read,Video,179111,179111
1/23/16 17:45,read,Video,179111,179111
1/23/16 17:46,read,Video,179111,179111
2/6/16 16:25,read,Video,179111,179111
1/24/16 1:14,read,Video,179112,179111
2/3/16 23:23,read,about_me,179119,179111
5/7/16 16:48,read,about_me,179136,179111
5/7/16 18:55,read,Design,179138,179111
2/6/16 17:29,comment,VisualWork,179148,179111
1/23/16 17:23,reaction_on,Video,179148,179111
1/23/16 17:23,reaction_on,Video,179148,179111
1/23/16 17:23,reaction_on,Video,179148,179111
2/6/16 17:29,read,Design,179148,179111
1/23/16 17:23,read,Video,179148,179111
1/23/16 17:24,read,Video,179148,179111
1/23/16 17:25,read,Video,179148,179111
1/23/16 17:26,read,Video,179148,179111
4/30/16 15:36,read,Design,179194,179111
2/2/16 1:35,comment,Video,179206,179111
1/30/16 16:52,read,Design,179206,179111
2/2/16 1:34,read,Video,179206,179111
3/5/16 22:40,read,Design,179271,179111
2/19/16 22:09,assess,UserChallenge,98159,179112
5/13/16 15:54,assess,UserChallenge,98159,179112
2/19/16 22:08,assess,UserChallenge,98159,179112
5/13/16 15:50,assess,UserChallenge,98159,179112
5/3/16 20:11,assess,UserChallenge,98159,179112
3/31/16 20:17,assess,UserChallenge,98159,179112
3/4/16 18:14,assess,UserChallenge,98159,179112
3/4/16 18:14,assess,UserChallenge,98159,179112
2/19/16 22:10,assess,UserChallenge,98159,179112
2/25/16 18:00,assess,UserChallenge,98159,179112
4/16/16 13:38,assess,UserChallenge,98159,179112
3/31/16 20:22,assess,UserChallenge,98159,179112
3/31/16 19:53,assess,UserChallenge,98159,179112
3/31/16 20:23,assess,UserChallenge,98159,179112
1/27/16 20:30,read,about_me,98159,179112
3/26/16 21:33,read,Badges,163335,179112
3/26/16 21:52,read,Badges,163335,179112
4/9/16 15:01,read,Badges,163335,179112
4/9/16 15:07,read,Design,163335,179112
3/26/16 21:20,read,Design,163335,179112
3/26/16 21:21,read,Design,163335,179112
4/9/16 15:01,read,Pathways,163335,179112
4/9/16 15:06,read,Pathways,163335,179112
3/26/16 21:33,read,about_me,163335,179112
3/26/16 21:52,read,about_me,163335,179112
4/9/16 15:01,read,about_me,163335,179112
4/9/16 15:06,read,about_me,163335,179112
2/3/16 20:12,read,about_me,167356,179112
2/29/16 23:54,comment,Video,176975,179112
2/15/16 20:51,comment,Video,176975,179112
2/29/16 23:31,comment,VisualWork,176975,179112
2/2/16 1:57,comment,VisualWork,176975,179112
2/7/16 23:58,comment,VisualWork,176975,179112
2/15/16 20:48,comment,VisualWork,176975,179112
2/29/16 23:29,reaction_on,Design,176975,179112
2/29/16 23:29,reaction_on,Design,176975,179112
4/9/16 14:24,read,Badges,176975,179112
2/29/16 23:28,read,Design,176975,179112
2/14/16 2:38,read,Design,176975,179112
2/15/16 21:10,read,Design,176975,179112
2/29/16 23:30,read,Design,176975,179112
3/11/16 6:40,read,Design,176975,179112
3/11/16 6:49,read,Design,176975,179112
2/15/16 20:59,read,Design,176975,179112
2/29/16 23:46,read,Design,176975,179112
2/15/16 22:50,read,Pathways,176975,179112
2/15/16 23:15,read,Pathways,176975,179112
2/26/16 20:18,read,Pathways,176975,179112
3/11/16 6:49,read,Pathways,176975,179112
2/2/16 1:54,read,Photo,176975,179112
2/2/16 1:58,read,Photo,176975,179112
2/7/16 23:29,read,Photo,176975,179112
2/7/16 23:56,read,Photo,176975,179112
2/8/16 0:19,read,Photo,176975,179112
2/13/16 1:21,read,Photo,176975,179112
2/14/16 2:34,read,Photo,176975,179112
2/15/16 20:47,read,Photo,176975,179112
2/15/16 22:49,read,about_me,176975,179112
2/15/16 23:15,read,about_me,176975,179112
2/26/16 20:18,read,about_me,176975,179112
3/11/16 6:49,read,about_me,176975,179112
4/9/16 14:24,read,about_me,176975,179112
2/29/16 23:53,read,Video,176975,179112
2/14/16 2:35,read,Video,176975,179112
2/15/16 20:48,read,Video,176975,179112
1/17/16 19:56,read,about_me,179101,179112
1/17/16 19:57,read,badges,179101,179112
2/20/16 16:48,read,Photo,179101,179112
1/17/16 19:56,read,portfolio,179101,179112
2/20/16 23:29,read,Video,179105,179112
4/2/16 15:15,read,Design,179109,179112
1/23/16 16:42,read,about_me,179111,179112
4/9/16 17:15,read,Design,179111,179112
2/9/16 5:01,comment,VisualWork,179112,179112
2/13/16 16:44,comment,VisualWork,179112,179112
1/16/16 17:27,read,about_me,179112,179112
1/16/16 18:04,read,about_me,179112,179112
1/24/16 1:14,read,about_me,179112,179112
1/31/16 4:22,read,about_me,179112,179112
3/19/16 15:37,read,about_me,179112,179112
3/19/16 15:44,read,about_me,179112,179112
1/31/16 4:22,read,badges,179112,179112
3/19/16 15:37,read,badges,179112,179112
3/19/16 15:44,read,badges,179112,179112
4/9/16 17:04,read,Design,179112,179112
2/20/16 15:59,read,Design,179112,179112
2/2/16 2:01,read,Photo,179112,179112
2/6/16 17:40,read,Photo,179112,179112
2/9/16 4:59,read,Photo,179112,179112
2/13/16 16:43,read,Photo,179112,179112
2/15/16 20:57,read,Photo,179112,179112
2/20/16 16:15,read,Photo,179112,179112
1/31/16 4:22,read,portfolio,179112,179112
2/20/16 16:42,read,Video,179113,179112
5/7/16 15:31,read,Design,179116,179112
5/7/16 15:47,read,Design,179116,179112
5/7/16 15:23,read,Design,179116,179112
2/6/16 2:21,read,Photo,179116,179112
1/16/16 17:38,read,about_me,179119,179112
2/3/16 23:21,read,about_me,179119,179112
4/2/16 15:43,read,Design,179119,179112
2/19/16 23:02,read,Photo,179119,179112
2/20/16 16:48,read,Photo,179119,179112
2/20/16 16:44,read,Video,179119,179112
2/20/16 16:45,read,Video,179119,179112
2/13/16 16:36,read,Video,179119,179112
5/7/16 16:23,read,Design,179125,179112
2/27/16 16:26,read,Design,179138,179112
2/13/16 17:30,comment,VisualWork,179148,179112
4/2/16 16:14,read,Design,179148,179112
4/2/16 16:15,read,Design,179148,179112
4/2/16 16:45,read,Design,179148,179112
2/6/16 16:31,read,Photo,179148,179112
2/13/16 17:29,read,Photo,179148,179112
2/20/16 16:54,read,Photo,179148,179112
4/9/16 15:22,read,Design,179192,179112
4/30/16 15:36,read,Design,179194,179112
1/30/16 16:52,read,Photo,179206,179112
2/6/16 16:29,read,Photo,179271,179112
2/12/16 19:48,assess,UserChallenge,98159,179113
2/12/16 19:40,assess,UserChallenge,98159,179113
3/26/16 21:45,read,Badges,163335,179113
3/26/16 21:55,read,Badges,163335,179113
3/26/16 21:44,read,about_me,163335,179113
3/26/16 21:55,read,about_me,163335,179113
2/7/16 23:53,comment,VisualWork,176975,179113
2/7/16 23:49,comment,VisualWork,176975,179113
2/2/16 1:52,comment,VisualWork,176975,179113
2/7/16 23:53,reaction_on,Design,176975,179113
2/7/16 23:53,reaction_on,Design,176975,179113
2/7/16 23:53,reaction_on,Design,176975,179113
2/7/16 23:52,read,Design,176975,179113
2/7/16 23:46,read,Design,176975,179113
2/7/16 23:49,read,Design,176975,179113
2/15/16 22:47,read,Pathways,176975,179113
2/15/16 23:19,read,Pathways,176975,179113
2/26/16 20:20,read,Pathways,176975,179113
2/2/16 1:51,read,Photo,176975,179113
1/23/16 16:36,read,about_me,176975,179113
2/15/16 22:47,read,about_me,176975,179113
2/15/16 23:19,read,about_me,176975,179113
2/26/16 20:20,read,about_me,176975,179113
2/6/16 17:51,read,Photo,179113,179113
1/30/16 18:06,reaction_on,Photo,179148,179113
1/30/16 18:06,reaction_on,Photo,179148,179113
1/30/16 18:06,reaction_on,Photo,179148,179113
1/30/16 18:07,reaction_on,Photo,179148,179113
2/13/16 16:15,read,Design,179148,179113
1/30/16 18:06,read,Photo,179148,179113
1/23/16 18:40,read,about_me,179219,179113
1/23/16 18:41,read,portfolio,179219,179113
5/6/16 19:12,assess,UserChallenge,78079,179114
3/25/16 5:35,assess,UserChallenge,78079,179114
3/18/16 4:36,assess,UserChallenge,78079,179114
2/18/16 0:38,assess,UserChallenge,98159,179114
3/4/16 1:59,assess,UserChallenge,98159,179114
2/3/16 21:57,assess,UserChallenge,98159,179114
2/10/16 20:26,assess,UserChallenge,98159,179114
2/10/16 20:34,assess,UserChallenge,98159,179114
1/27/16 21:05,assess,UserChallenge,98159,179114
4/16/16 18:27,assess,UserChallenge,176974,179114
1/18/16 0:23,comment,Video,176974,179114
2/7/16 4:47,comment,Video,176974,179114
2/28/16 3:03,comment,VisualWork,176974,179114
1/29/16 19:13,comment,VisualWork,176974,179114
2/7/16 5:01,comment,VisualWork,176974,179114
2/28/16 3:44,comment,VisualWork,176974,179114
1/30/16 18:32,reaction_on,Design,176974,179114
2/7/16 5:01,reaction_on,Design,176974,179114
2/28/16 3:03,reaction_on,Design,176974,179114
1/29/16 19:13,reaction_on,Design,176974,179114
1/30/16 18:32,reaction_on,Design,176974,179114
2/28/16 3:03,reaction_on,Design,176974,179114
2/7/16 5:01,reaction_on,Design,176974,179114
2/28/16 3:03,reaction_on,Design,176974,179114
2/28/16 3:03,reaction_on,Design,176974,179114
2/28/16 3:44,reaction_on,Photo,176974,179114
1/30/16 16:21,reaction_on,Photo,176974,179114
2/28/16 3:44,reaction_on,Photo,176974,179114
1/18/16 0:12,reaction_on,Video,176974,179114
2/7/16 4:47,reaction_on,Video,176974,179114
2/7/16 4:47,reaction_on,Video,176974,179114
4/8/16 18:37,read,about_me,176974,179114
1/30/16 18:32,read,Design,176974,179114
2/28/16 3:03,read,Design,176974,179114
1/29/16 19:13,read,Design,176974,179114
3/15/16 19:19,read,Design,176974,179114
2/7/16 5:01,read,Design,176974,179114
2/11/16 20:54,read,Pathways,176974,179114
2/23/16 20:30,read,Pathways,176974,179114
1/30/16 16:21,read,Photo,176974,179114
1/30/16 16:28,read,Photo,176974,179114
2/28/16 3:43,read,Photo,176974,179114
2/28/16 3:44,read,Photo,176974,179114
2/11/16 20:54,read,about_me,176974,179114
2/23/16 20:30,read,about_me,176974,179114
5/24/16 0:53,read,about_me,176974,179114
4/8/16 18:37,read,portfolio,176974,179114
1/18/16 0:11,read,Video,176974,179114
1/18/16 0:22,read,Video,176974,179114
2/7/16 4:46,read,Video,176974,179114
2/13/16 18:23,read,Design,179106,179114
1/16/16 17:21,read,about_me,179114,179114
1/30/16 16:30,read,about_me,179114,179114
1/30/16 16:31,read,about_me,179114,179114
1/30/16 17:00,read,about_me,179114,179114
1/30/16 17:01,read,about_me,179114,179114
1/30/16 17:07,read,about_me,179114,179114
2/13/16 15:44,read,about_me,179114,179114
2/13/16 15:54,read,about_me,179114,179114
3/12/16 16:34,read,about_me,179114,179114
3/12/16 18:44,read,about_me,179114,179114
3/12/16 18:49,read,about_me,179114,179114
3/12/16 18:51,read,about_me,179114,179114
3/14/16 22:53,read,about_me,179114,179114
3/14/16 22:57,read,about_me,179114,179114
3/19/16 15:35,read,about_me,179114,179114
4/9/16 15:46,read,about_me,179114,179114
4/30/16 17:38,read,about_me,179114,179114
3/12/16 16:35,read,badges,179114,179114
3/19/16 15:36,read,badges,179114,179114
4/9/16 15:46,read,badges,179114,179114
1/23/16 18:22,read,Design,179114,179114
1/23/16 18:23,read,Design,179114,179114
1/30/16 16:31,read,portfolio,179114,179114
1/30/16 17:00,read,portfolio,179114,179114
3/12/16 18:50,read,portfolio,179114,179114
2/6/16 18:31,read,Video,179114,179114
1/17/16 18:14,reaction_on,Video,179149,179114
1/17/16 18:12,read,Video,179149,179114
2/11/16 2:47,read,Video,179169,179114
5/7/16 18:44,read,Design,179170,179114
4/9/16 16:07,read,Design,179175,179114
4/9/16 16:17,read,Design,179175,179114
3/17/16 19:40,assess,UserChallenge,78079,179115
3/11/16 18:11,read,Design,78079,179115
3/11/16 18:20,read,Design,78079,179115
2/26/16 22:44,comment,VisualWork,78344,179115
2/26/16 22:51,comment,VisualWork,78344,179115
2/26/16 22:51,reaction_on,Photo,78344,179115
2/26/16 22:43,read,Design,78344,179115
2/26/16 22:49,read,Photo,78344,179115
2/26/16 10:37,assess,UserChallenge,98159,179115
2/3/16 21:26,assess,UserChallenge,98159,179115
2/10/16 20:02,assess,UserChallenge,98159,179115
3/3/16 1:11,assess,UserChallenge,98159,179115
2/17/16 19:33,assess,UserChallenge,98159,179115
2/17/16 23:01,assess,UserChallenge,98159,179115
2/21/16 6:04,read,Design,163335,179115
2/21/16 6:04,read,Photo,163335,179115
2/21/16 6:09,read,about_me,163335,179115
2/21/16 6:05,read,Video,163335,179115
2/12/16 0:44,comment,VisualWork,167356,179115
2/12/16 0:46,comment,VisualWork,167356,179115
2/12/16 13:28,comment,VisualWork,167356,179115
2/12/16 13:29,comment,VisualWork,167356,179115
2/12/16 0:44,read,Design,167356,179115
2/12/16 0:45,read,Design,167356,179115
2/12/16 13:24,read,Photo,167356,179115
2/12/16 13:28,read,Photo,167356,179115
1/19/16 18:09,reaction_on,Video,176973,179115
1/19/16 18:09,reaction_on,Video,176973,179115
1/19/16 17:49,read,about_me,176973,179115
2/4/16 3:33,read,Photo,176973,179115
1/19/16 17:48,read,Video,176973,179115
1/19/16 18:09,read,Video,176973,179115
2/25/16 23:04,reaction_on,Design,176973,179115
2/12/16 5:25,reaction_on,Design,176973,179115
3/4/16 23:00,reaction_on,Design,176973,179115
2/25/16 23:03,reaction_on,Video,176973,179115
3/11/16 18:27,read,about_me,176973,179115
2/12/16 5:24,read,Design,176973,179115
3/1/16 23:02,read,Design,176973,179115
3/4/16 23:00,read,Design,176973,179115
3/11/16 4:08,read,Design,176973,179115
3/11/16 17:52,read,Design,176973,179115
2/21/16 21:44,read,Design,176973,179115
2/25/16 23:04,read,Design,176973,179115
2/26/16 18:59,read,Design,176973,179115
2/26/16 19:01,read,Design,176973,179115
3/11/16 4:08,read,Design,176973,179115
3/11/16 17:52,read,Design,176973,179115
2/26/16 19:16,read,Pathways,176973,179115
2/26/16 19:16,read,about_me,176973,179115
2/25/16 23:02,read,Video,176973,179115
2/25/16 23:03,read,Video,176973,179115
2/19/16 15:35,read,Design,177041,179115
2/13/16 16:31,read,about_me,179103,179115
2/13/16 16:32,read,about_me,179103,179115
1/18/16 17:45,read,Video,179103,179115
1/16/16 17:15,read,about_me,179115,179115
1/16/16 17:19,read,about_me,179115,179115
1/16/16 17:21,read,about_me,179115,179115
1/16/16 17:23,read,about_me,179115,179115
1/16/16 18:06,read,about_me,179115,179115
1/16/16 18:07,read,about_me,179115,179115
1/16/16 18:08,read,about_me,179115,179115
1/16/16 18:16,read,about_me,179115,179115
1/16/16 18:49,read,about_me,179115,179115
1/30/16 16:16,read,about_me,179115,179115
1/30/16 16:42,read,about_me,179115,179115
1/30/16 16:43,read,about_me,179115,179115
2/27/16 21:41,read,about_me,179115,179115
3/5/16 19:00,read,about_me,179115,179115
3/19/16 15:22,read,about_me,179115,179115
3/19/16 15:24,read,about_me,179115,179115
1/30/16 16:16,read,badges,179115,179115
3/19/16 15:22,read,badges,179115,179115
3/19/16 15:24,read,badges,179115,179115
3/19/16 15:41,read,badges,179115,179115
2/15/16 22:29,read,Design,179115,179115
3/5/16 19:04,read,Design,179115,179115
2/1/16 2:54,read,Photo,179115,179115
2/6/16 15:58,read,Photo,179115,179115
2/15/16 22:30,read,Photo,179115,179115
2/21/16 23:35,read,Video,179115,179115
2/13/16 18:12,read,Video,179115,179115
1/23/16 17:42,read,Video,179127,179115
5/3/16 13:16,read,Video,179129,179115
5/7/16 19:22,read,Video,179129,179115
2/1/16 0:41,read,about_me,179156,179115
3/5/16 16:53,read,BlogPost,179178,179115
2/13/16 16:35,read,Photo,179178,179115
2/13/16 16:41,read,Photo,179178,179115
2/20/16 16:40,read,Photo,179178,179115
3/5/16 16:40,read,Video,179178,179115
3/5/16 16:19,read,Design,179211,179115
2/6/16 4:40,read,Photo,179211,179115
1/23/16 17:21,read,Video,179211,179115
5/7/16 16:01,read,Video,179221,179115
5/7/16 16:15,read,Video,179221,179115
1/23/16 19:52,reaction_on,Video,179224,179115
2/13/16 3:52,read,Photo,179224,179115
1/23/16 19:51,read,Video,179224,179115
2/13/16 16:41,read,Photo,179272,179115
5/27/16 14:37,assess,UserChallenge,98159,179116
2/12/16 19:40,assess,UserChallenge,98159,179116
2/26/16 18:57,assess,UserChallenge,98159,179116
5/13/16 15:54,assess,UserChallenge,98159,179116
5/13/16 15:53,assess,UserChallenge,98159,179116
4/1/16 16:24,assess,UserChallenge,98159,179116
3/31/16 19:58,assess,UserChallenge,98159,179116
2/19/16 22:10,assess,UserChallenge,98159,179116
2/12/16 20:01,assess,UserChallenge,98159,179116
2/25/16 17:55,assess,UserChallenge,98159,179116
5/21/16 0:49,assess,UserChallenge,98159,179116
5/21/16 0:48,assess,UserChallenge,98159,179116
5/21/16 0:47,assess,UserChallenge,98159,179116
4/16/16 13:39,assess,UserChallenge,98159,179116
3/17/16 16:13,assess,UserChallenge,98159,179116
3/11/16 15:55,assess,UserChallenge,98159,179116
3/17/16 16:00,assess,UserChallenge,98159,179116
3/26/16 21:42,read,Badges,163335,179116
3/26/16 21:55,read,Badges,163335,179116
4/9/16 15:21,read,Design,163335,179116
3/26/16 21:20,read,Design,163335,179116
4/9/16 15:20,read,Pathways,163335,179116
3/26/16 21:42,read,about_me,163335,179116
3/26/16 21:55,read,about_me,163335,179116
4/9/16 15:20,read,about_me,163335,179116
1/27/16 21:28,read,about_me,167356,179116
2/29/16 23:57,comment,Video,176975,179116
2/15/16 20:54,comment,VisualWork,176975,179116
2/7/16 23:41,comment,VisualWork,176975,179116
2/7/16 23:50,comment,VisualWork,176975,179116
2/8/16 0:18,comment,VisualWork,176975,179116
4/9/16 14:27,read,Badges,176975,179116
2/15/16 20:52,read,Design,176975,179116
2/7/16 23:39,read,Design,176975,179116
2/7/16 23:49,read,Design,176975,179116
3/11/16 6:37,read,Design,176975,179116
2/15/16 23:21,read,Pathways,176975,179116
2/26/16 20:21,read,Pathways,176975,179116
3/11/16 6:50,read,Pathways,176975,179116
4/9/16 14:27,read,Pathways,176975,179116
2/8/16 0:09,read,Photo,176975,179116
2/8/16 0:16,read,Photo,176975,179116
2/15/16 23:20,read,about_me,176975,179116
2/26/16 20:21,read,about_me,176975,179116
3/11/16 6:50,read,about_me,176975,179116
4/9/16 14:26,read,about_me,176975,179116
2/29/16 23:51,read,Video,176975,179116
2/29/16 23:54,read,Video,176975,179116
5/14/16 17:13,read,Design,179101,179116
4/9/16 17:24,read,Design,179101,179116
5/14/16 17:12,read,Design,179101,179116
2/20/16 23:23,read,BlogPost,179105,179116
3/12/16 18:05,read,Design,179105,179116
2/20/16 23:28,read,Video,179105,179116
5/14/16 16:56,read,Design,179109,179116
5/14/16 17:51,read,Design,179109,179116
5/21/16 15:30,read,Design,179109,179116
2/20/16 16:42,read,Video,179109,179116
4/9/16 17:11,read,Design,179111,179116
4/9/16 17:14,read,Design,179111,179116
4/9/16 17:15,read,Design,179111,179116
1/16/16 18:04,read,about_me,179112,179116
1/16/16 17:08,read,about_me,179116,179116
1/16/16 17:11,read,about_me,179116,179116
1/16/16 17:27,read,about_me,179116,179116
1/16/16 18:04,read,about_me,179116,179116
1/16/16 18:26,read,about_me,179116,179116
3/19/16 15:39,read,about_me,179116,179116
5/21/16 17:45,read,about_me,179116,179116
3/19/16 15:39,read,badges,179116,179116
5/7/16 18:42,read,Design,179116,179116
5/21/16 17:45,read,Design,179116,179116
4/9/16 17:22,read,Design,179116,179116
5/14/16 15:21,read,Design,179116,179116
2/6/16 2:21,read,Photo,179116,179116
5/21/16 17:45,read,portfolio,179116,179116
2/27/16 16:30,reaction_on,Design,179119,179116
2/20/16 17:08,read,BlogPost,179119,179116
4/2/16 14:58,read,Design,179119,179116
5/14/16 15:27,read,Design,179119,179116
5/14/16 15:45,read,Design,179119,179116
4/2/16 14:59,read,Design,179119,179116
4/2/16 15:43,read,Design,179119,179116
5/21/16 16:44,read,Design,179119,179116
5/21/16 16:50,read,Design,179119,179116
2/27/16 16:30,read,Design,179119,179116
5/14/16 15:28,read,Design,179125,179116
5/7/16 18:36,read,Design,179125,179116
5/14/16 16:06,read,Design,179136,179116
4/1/16 0:09,read,Design,179138,179116
5/14/16 16:57,read,Design,179138,179116
5/14/16 15:21,read,Design,179138,179116
5/7/16 18:50,read,Design,179148,179116
4/2/16 16:14,read,Design,179148,179116
2/6/16 17:36,read,Photo,179148,179116
5/14/16 16:56,read,Design,179206,179116
1/21/16 19:46,reaction_on,Photo,78079,179119
1/21/16 19:16,read,Photo,78079,179119
1/21/16 19:46,read,Photo,78079,179119
1/29/16 17:04,read,Video,78079,179119
1/29/16 17:05,read,Video,78079,179119
5/27/16 14:42,assess,UserChallenge,98159,179119
2/25/16 17:54,assess,UserChallenge,98159,179119
5/27/16 14:45,assess,UserChallenge,98159,179119
3/4/16 18:36,assess,UserChallenge,98159,179119
5/27/16 14:42,assess,UserChallenge,98159,179119
3/31/16 20:22,assess,UserChallenge,98159,179119
3/31/16 19:54,assess,UserChallenge,98159,179119
3/31/16 20:23,assess,UserChallenge,98159,179119
3/31/16 20:02,assess,UserChallenge,98159,179119
3/26/16 21:39,read,Badges,163335,179119
3/26/16 21:45,read,Badges,163335,179119
3/26/16 21:56,read,Badges,163335,179119
4/1/16 17:42,read,Pathways,163335,179119
3/26/16 21:38,read,about_me,163335,179119
3/26/16 21:44,read,about_me,163335,179119
3/26/16 21:56,read,about_me,163335,179119
4/1/16 17:42,read,about_me,163335,179119
2/29/16 22:51,comment,Video,176975,179119
1/25/16 1:42,comment,Video,176975,179119
1/25/16 2:01,comment,VisualWork,176975,179119
2/8/16 0:08,comment,VisualWork,176975,179119
2/15/16 20:52,comment,VisualWork,176975,179119
2/26/16 20:24,read,Badges,176975,179119
2/29/16 23:58,read,Design,176975,179119
2/29/16 22:51,read,Design,176975,179119
2/29/16 22:52,read,Design,176975,179119
2/15/16 23:23,read,Pathways,176975,179119
2/26/16 20:24,read,Pathways,176975,179119
4/9/16 14:28,read,Pathways,176975,179119
1/17/16 0:45,read,Photo,176975,179119
1/17/16 0:47,read,Photo,176975,179119
1/25/16 2:00,read,Photo,176975,179119
2/8/16 0:07,read,Photo,176975,179119
2/15/16 20:51,read,Photo,176975,179119
2/6/16 3:25,read,about_me,176975,179119
2/15/16 23:23,read,about_me,176975,179119
2/26/16 20:24,read,about_me,176975,179119
4/9/16 14:28,read,about_me,176975,179119
2/29/16 22:49,read,Video,176975,179119
1/25/16 1:40,read,Video,176975,179119
2/1/16 6:28,read,Video,176975,179119
3/29/16 15:39,read,Badges,177041,179119
4/9/16 14:47,read,Badges,177041,179119
3/29/16 15:39,read,about_me,177041,179119
4/9/16 14:42,read,about_me,177041,179119
4/9/16 14:47,read,about_me,177041,179119
4/13/16 0:05,read,Design,179101,179119
1/23/16 16:31,read,Photo,179101,179119
2/22/16 0:37,read,Design,179109,179119
3/5/16 16:56,read,Design,179111,179119
1/30/16 2:56,comment,Video,179119,179119
1/22/16 1:55,comment,VisualWork,179119,179119
1/16/16 17:28,read,about_me,179119,179119
1/16/16 17:39,read,about_me,179119,179119
1/16/16 17:57,read,about_me,179119,179119
1/16/16 17:58,read,about_me,179119,179119
1/16/16 17:59,read,about_me,179119,179119
1/16/16 18:09,read,about_me,179119,179119
1/16/16 18:12,read,about_me,179119,179119
1/16/16 18:17,read,about_me,179119,179119
1/16/16 18:18,read,about_me,179119,179119
1/16/16 18:32,read,about_me,179119,179119
1/22/16 1:58,read,about_me,179119,179119
1/22/16 2:02,read,about_me,179119,179119
1/23/16 16:28,read,about_me,179119,179119
1/23/16 16:31,read,about_me,179119,179119
1/23/16 16:33,read,about_me,179119,179119
1/23/16 16:35,read,about_me,179119,179119
1/23/16 16:59,read,about_me,179119,179119
1/30/16 16:51,read,about_me,179119,179119
2/3/16 23:17,read,about_me,179119,179119
2/3/16 23:19,read,about_me,179119,179119
2/6/16 16:12,read,about_me,179119,179119
2/13/16 16:22,read,about_me,179119,179119
2/13/16 16:30,read,about_me,179119,179119
2/13/16 16:32,read,about_me,179119,179119
2/13/16 16:33,read,about_me,179119,179119
2/13/16 16:35,read,about_me,179119,179119
2/13/16 16:36,read,about_me,179119,179119
2/19/16 23:04,read,about_me,179119,179119
2/20/16 17:08,read,about_me,179119,179119
3/19/16 15:39,read,about_me,179119,179119
4/2/16 14:56,read,about_me,179119,179119
4/8/16 22:00,read,about_me,179119,179119
4/8/16 22:02,read,about_me,179119,179119
4/8/16 22:05,read,about_me,179119,179119
4/9/16 0:19,read,about_me,179119,179119
4/9/16 0:22,read,about_me,179119,179119
4/9/16 1:03,read,about_me,179119,179119
4/9/16 1:29,read,about_me,179119,179119
4/9/16 1:54,read,about_me,179119,179119
5/14/16 15:27,read,about_me,179119,179119
5/14/16 15:44,read,about_me,179119,179119
5/14/16 15:52,read,about_me,179119,179119
5/21/16 16:43,read,about_me,179119,179119
3/19/16 15:39,read,badges,179119,179119
4/2/16 14:56,read,badges,179119,179119
4/8/16 22:08,read,badges,179119,179119
2/20/16 17:01,read,Design,179119,179119
4/2/16 14:57,read,Design,179119,179119
2/27/16 18:23,read,Design,179119,179119
4/2/16 14:57,read,Design,179119,179119
4/2/16 15:41,read,Design,179119,179119
4/2/16 15:43,read,Design,179119,179119
4/8/16 21:58,read,Design,179119,179119
4/2/16 14:57,read,Design,179119,179119
1/16/16 18:35,read,Photo,179119,179119
1/22/16 1:55,read,Photo,179119,179119
1/22/16 1:57,read,Photo,179119,179119
1/23/16 16:26,read,Photo,179119,179119
1/30/16 2:57,read,Photo,179119,179119
2/13/16 16:22,read,Photo,179119,179119
2/19/16 23:03,read,Photo,179119,179119
4/2/16 14:58,read,portfolio,179119,179119
4/8/16 22:06,read,portfolio,179119,179119
3/5/16 16:40,read,Video,179119,179119
